student_id,skill_level,interest,time_available,past_performance,goal,recommended_topic,difficulty_level,resource_type
1357,Intermediate,Mobile Development,1-2 hours,65,Hobby,React Native,Easy,Article
1358,Beginner,Web Development,1-2 hours,69,Career,HTML/CSS Basics,Easy,Article
1359,Intermediate,Mobile Development,2-4 hours,87,Career,App State Management,Hard,Video
1360,Beginner,Python,6+ hours,88,Hobby,Functions and Modules,Easy,Book
1361,Beginner,Web Development,6+ hours,71,Certifications,JavaScript Basics,Easy,Book
1362,Intermediate,Python,2-4 hours,70,Hobby,Libraries (Pandas/NumPy),Easy,Video
1363,Beginner,Mobile Development,2-4 hours,71,Career,Programming Fundamentals,Easy,Video
1364,Beginner,Data Science,2-4 hours,98,Certifications,Data Visualization,Easy,Video
1365,Beginner,Data Science,2-4 hours,78,Hobby,Python for Data,Easy,Video
1366,Advanced,Python,2-4 hours,56,Certifications,Decorators & Generators,Easy,Video
1367,Beginner,Python,6+ hours,55,Career,Python Basic,Easy,Book
1368,Beginner,Web Development,1-2 hours,95,Academic,Responsive Design,Medium,Article
1369,Intermediate,Machine Learning,2-4 hours,63,Hobby,Scikit-learn,Easy,Video
1370,Advanced,Data Science,6+ hours,76,Hobby,Big Data Tools,Easy,Book
1371,Beginner,Mobile Development,1-2 hours,88,Hobby,UI/UX,Easy,Article
1372,Advanced,Machine Learning,1-2 hours,90,Academic,Model Deployment,Medium,Article
1373,Intermediate,Machine Learning,1-2 hours,85,Hobby,Model Evaluation,Easy,Article
1374,Beginner,Python,1-2 hours,89,Academic,Functions and Modules,Medium,Article
1375,Advanced,Mobile Development,2-4 hours,79,Hobby,Performance Optimization,Easy,Video
1376,Intermediate,Python,2-4 hours,57,Hobby,Data Structures,Easy,Video
1377,Advanced,Machine Learning,6+ hours,61,Hobby,Neural Networks,Easy,Book
1378,Advanced,Python,1-2 hours,91,Academic,Optimization,Medium,Article
1379,Intermediate,Web Development,6+ hours,66,Academic,React.js,Easy,Book
1380,Advanced,Machine Learning,1-2 hours,56,Career,Neural Networks,Easy,Article
1381,Advanced,Web Development,2-4 hours,100,Career,Performance Optimization,Hard,Video
1382,Intermediate,Mobile Development,1-2 hours,54,Hobby,React Native,Easy,Article
1383,Advanced,Machine Learning,4-6 hours,76,Hobby,Reinforcement Learning,Easy,Interactive
1384,Advanced,Data Science,2-4 hours,99,Career,Advanced Visualization,Hard,Video
1385,Intermediate,Web Development,1-2 hours,65,Certifications,React.js,Easy,Article
1386,Beginner,Machine Learning,2-4 hours,54,Certifications,Python for ML,Easy,Video
1387,Advanced,Machine Learning,1-2 hours,77,Hobby,Reinforcement Learning,Easy,Article
1388,Beginner,Mobile Development,6+ hours,61,Certifications,App Design Basics,Easy,Book
1389,Intermediate,Web Development,6+ hours,96,Hobby,APIs & Backend,Easy,Book
1390,Advanced,Data Science,4-6 hours,62,Academic,Deep Learning,Easy,Interactive
1391,Beginner,Python,1-2 hours,67,Hobby,Python Basic,Easy,Article
1392,Beginner,Machine Learning,6+ hours,76,Hobby,Math for ML,Easy,Book
1393,Intermediate,Web Development,4-6 hours,88,Hobby,APIs & Backend,Easy,Interactive
1394,Advanced,Mobile Development,2-4 hours,86,Hobby,Native Modules,Easy,Video
1395,Beginner,Machine Learning,6+ hours,63,Certifications,Python for ML,Easy,Book
1396,Intermediate,Data Science,1-2 hours,96,Certifications,SQL for Data,Medium,Article
1397,Advanced,Web Development,2-4 hours,70,Certifications,Microservices,Hard,Video
1398,Advanced,Web Development,2-4 hours,86,Career,Performance Optimization,Hard,Video
1399,Intermediate,Python,1-2 hours,80,Career,Libraries (Pandas/NumPy),Hard,Article
1400,Intermediate,Mobile Development,6+ hours,80,Career,Flutter/Dart,Hard,Book
1401,Intermediate,Machine Learning,2-4 hours,55,Career,Scikit-learn,Easy,Video
1402,Advanced,Machine Learning,2-4 hours,58,Academic,Neural Networks,Easy,Video
1403,Intermediate,Web Development,1-2 hours,51,Certifications,React.js,Easy,Article
1404,Advanced,Data Science,2-4 hours,95,Certifications,Advanced Visualization,Hard,Video
1405,Advanced,Mobile Development,1-2 hours,79,Certifications,Performance Optimization,Hard,Article
1406,Beginner,Machine Learning,2-4 hours,100,Academic,ML Fundamentals,Medium,Video
1407,Advanced,Machine Learning,1-2 hours,90,Career,Model Deployment,Hard,Article
1408,Intermediate,Data Science,1-2 hours,68,Certifications,Pandas & Data Cleaning,Easy,Article
1409,Intermediate,Mobile Development,2-4 hours,100,Career,App State Management,Hard,Video
1410,Advanced,Data Science,1-2 hours,82,Academic,Big Data Tools,Medium,Article
1411,Beginner,Python,6+ hours,73,Certifications,Control Flow,Easy,Book
1412,Advanced,Python,4-6 hours,73,Hobby,System Design,Easy,Interactive
1413,Advanced,Mobile Development,1-2 hours,85,Hobby,Native Modules,Easy,Article
1414,Beginner,Data Science,2-4 hours,84,Career,Python for Data,Hard,Video
1415,Advanced,Machine Learning,2-4 hours,98,Hobby,Model Deployment,Easy,Video
1416,Intermediate,Data Science,4-6 hours,82,Certifications,ML Basics,Medium,Interactive
1417,Intermediate,Python,1-2 hours,73,Academic,Libraries (Pandas/NumPy),Medium,Article
1418,Intermediate,Machine Learning,1-2 hours,80,Academic,Feature Engineering,Medium,Article
1419,Intermediate,Mobile Development,4-6 hours,93,Career,App State Management,Hard,Interactive
1420,Beginner,Machine Learning,1-2 hours,55,Certifications,Python for ML,Easy,Article
1421,Beginner,Data Science,1-2 hours,56,Hobby,Statistics Basics,Easy,Article
1422,Intermediate,Python,2-4 hours,81,Hobby,Libraries (Pandas/NumPy),Easy,Video
1423,Beginner,Mobile Development,1-2 hours,68,Certifications,App Design Basics,Easy,Article
1424,Advanced,Mobile Development,2-4 hours,80,Academic,Performance Optimization,Medium,Video
1425,Intermediate,Machine Learning,1-2 hours,68,Hobby,Scikit-learn,Easy,Article
1426,Beginner,Python,2-4 hours,83,Academic,Control Flow,Medium,Video
1427,Intermediate,Mobile Development,4-6 hours,91,Academic,App State Management,Medium,Interactive
1428,Intermediate,Mobile Development,6+ hours,79,Academic,Flutter/Dart,Medium,Book
1429,Advanced,Web Development,4-6 hours,60,Academic,Full Stack Architecture,Easy,Interactive
1430,Beginner,Machine Learning,4-6 hours,68,Career,Python for ML,Easy,Interactive
1431,Beginner,Data Science,4-6 hours,79,Hobby,Python for Data,Easy,Interactive
1432,Advanced,Web Development,4-6 hours,61,Hobby,Full Stack Architecture,Easy,Interactive
1433,Advanced,Web Development,2-4 hours,65,Career,Full Stack Architecture,Easy,Video
1434,Beginner,Data Science,2-4 hours,78,Academic,Python for Data,Medium,Video
1435,Intermediate,Web Development,2-4 hours,85,Career,APIs & Backend,Hard,Video
1436,Advanced,Data Science,4-6 hours,59,Academic,Deep Learning,Easy,Interactive
1437,Intermediate,Mobile Development,2-4 hours,84,Academic,Flutter/Dart,Medium,Video
1438,Beginner,Python,6+ hours,81,Hobby,Control Flow,Easy,Book
1439,Intermediate,Data Science,2-4 hours,50,Academic,Pandas & Data Cleaning,Easy,Video
1440,Advanced,Data Science,6+ hours,68,Hobby,Deep Learning,Easy,Book
1441,Advanced,Machine Learning,4-6 hours,94,Career,Model Deployment,Hard,Interactive
1442,Advanced,Machine Learning,1-2 hours,58,Career,Neural Networks,Easy,Article
1443,Intermediate,Python,6+ hours,89,Hobby,Web Scraping,Easy,Book
1444,Intermediate,Data Science,1-2 hours,70,Career,ML Basics,Medium,Article
1445,Advanced,Web Development,2-4 hours,100,Academic,Performance Optimization,Medium,Video
1446,Beginner,Python,1-2 hours,84,Certifications,Control Flow,Easy,Article
1447,Advanced,Python,6+ hours,62,Certifications,Decorators & Generators,Easy,Book
1448,Intermediate,Mobile Development,1-2 hours,92,Academic,App State Management,Medium,Article
1449,Intermediate,Web Development,6+ hours,73,Certifications,Node.js,Medium,Book
1450,Intermediate,Python,4-6 hours,72,Academic,Libraries (Pandas/NumPy),Medium,Interactive
1451,Intermediate,Machine Learning,1-2 hours,63,Certifications,Scikit-learn,Easy,Article
1452,Advanced,Machine Learning,6+ hours,68,Hobby,Neural Networks,Easy,Book
1453,Advanced,Machine Learning,6+ hours,58,Career,Neural Networks,Easy,Book
1454,Beginner,Web Development,4-6 hours,80,Academic,JavaScript Basics,Medium,Interactive
1455,Beginner,Mobile Development,6+ hours,55,Career,App Design Basics,Easy,Book
1456,Intermediate,Data Science,6+ hours,61,Certifications,Pandas & Data Cleaning,Easy,Book
1457,Advanced,Mobile Development,2-4 hours,62,Hobby,Cross-platform Architecture,Easy,Video
1458,Intermediate,Data Science,6+ hours,52,Academic,Pandas & Data Cleaning,Easy,Book
1459,Advanced,Data Science,6+ hours,85,Certifications,Advanced Visualization,Hard,Book
1460,Beginner,Python,1-2 hours,59,Academic,Python Basic,Easy,Article
1461,Intermediate,Machine Learning,1-2 hours,91,Academic,Model Evaluation,Medium,Article
1462,Intermediate,Web Development,6+ hours,94,Hobby,APIs & Backend,Easy,Book
1463,Beginner,Python,4-6 hours,81,Career,Control Flow,Hard,Interactive
1464,Advanced,Data Science,6+ hours,86,Certifications,Advanced Visualization,Hard,Book
1465,Intermediate,Machine Learning,1-2 hours,73,Career,Feature Engineering,Medium,Article
1466,Intermediate,Web Development,1-2 hours,59,Academic,React.js,Easy,Article
1467,Intermediate,Web Development,4-6 hours,60,Career,React.js,Easy,Interactive
1468,Intermediate,Data Science,6+ hours,90,Academic,SQL for Data,Medium,Book
1469,Beginner,Data Science,4-6 hours,83,Career,Python for Data,Hard,Interactive
1470,Advanced,Web Development,2-4 hours,98,Career,Performance Optimization,Hard,Video
1471,Advanced,Web Development,4-6 hours,70,Academic,Microservices,Medium,Interactive
1472,Intermediate,Data Science,1-2 hours,84,Academic,ML Basics,Medium,Article
1473,Beginner,Python,2-4 hours,83,Academic,Control Flow,Medium,Video
1474,Intermediate,Machine Learning,6+ hours,71,Hobby,Feature Engineering,Easy,Book
1475,Beginner,Web Development,2-4 hours,82,Hobby,JavaScript Basics,Easy,Video
1476,Beginner,Mobile Development,1-2 hours,76,Certifications,Programming Fundamentals,Easy,Article
1477,Beginner,Python,2-4 hours,51,Certifications,Python Basic,Easy,Video
1478,Intermediate,Data Science,4-6 hours,58,Certifications,Pandas & Data Cleaning,Easy,Interactive
1479,Advanced,Mobile Development,4-6 hours,61,Academic,Cross-platform Architecture,Easy,Interactive
1480,Beginner,Python,2-4 hours,58,Hobby,Python Basic,Easy,Video
1481,Advanced,Web Development,4-6 hours,58,Hobby,Full Stack Architecture,Easy,Interactive
1482,Beginner,Python,6+ hours,94,Career,Functions and Modules,Hard,Book
1483,Beginner,Python,6+ hours,98,Certifications,Functions and Modules,Easy,Book
1484,Beginner,Web Development,1-2 hours,52,Career,HTML/CSS Basics,Easy,Article
1485,Intermediate,Python,4-6 hours,52,Career,Data Structures,Easy,Interactive
1486,Intermediate,Python,1-2 hours,100,Career,Web Scraping,Hard,Article
1487,Advanced,Web Development,2-4 hours,61,Academic,Full Stack Architecture,Easy,Video
1488,Beginner,Python,2-4 hours,97,Academic,Functions and Modules,Medium,Video
1489,Advanced,Data Science,4-6 hours,60,Hobby,Deep Learning,Easy,Interactive
1490,Advanced,Mobile Development,1-2 hours,56,Career,Cross-platform Architecture,Easy,Article
1491,Advanced,Web Development,2-4 hours,68,Hobby,Full Stack Architecture,Easy,Video
1492,Advanced,Python,1-2 hours,63,Certifications,Decorators & Generators,Easy,Article
1493,Intermediate,Mobile Development,2-4 hours,78,Career,Flutter/Dart,Medium,Video
1494,Beginner,Data Science,6+ hours,77,Hobby,Python for Data,Easy,Book
1495,Advanced,Web Development,6+ hours,57,Academic,Full Stack Architecture,Easy,Book
1496,Beginner,Machine Learning,1-2 hours,83,Hobby,Math for ML,Easy,Article
1497,Intermediate,Data Science,4-6 hours,85,Career,SQL for Data,Hard,Interactive
1498,Beginner,Data Science,6+ hours,57,Certifications,Statistics Basics,Easy,Book
1499,Intermediate,Machine Learning,4-6 hours,93,Certifications,Model Evaluation,Medium,Interactive
1500,Beginner,Mobile Development,6+ hours,68,Certifications,App Design Basics,Easy,Book
1501,Beginner,Python,6+ hours,93,Academic,Functions and Modules,Medium,Book
1502,Beginner,Python,6+ hours,93,Career,Functions and Modules,Hard,Book
1503,Intermediate,Machine Learning,1-2 hours,57,Hobby,Scikit-learn,Easy,Article
1504,Intermediate,Machine Learning,1-2 hours,97,Hobby,Model Evaluation,Easy,Article
1505,Beginner,Data Science,2-4 hours,71,Hobby,Python for Data,Easy,Video
1506,Advanced,Machine Learning,1-2 hours,64,Certifications,Neural Networks,Easy,Article
1507,Advanced,Machine Learning,4-6 hours,98,Academic,Model Deployment,Medium,Interactive
1508,Advanced,Machine Learning,4-6 hours,80,Certifications,Reinforcement Learning,Hard,Interactive
1509,Intermediate,Mobile Development,4-6 hours,59,Certifications,React Native,Easy,Interactive
1510,Beginner,Python,4-6 hours,81,Certifications,Control Flow,Easy,Interactive
1511,Beginner,Web Development,1-2 hours,56,Career,HTML/CSS Basics,Easy,Article
1512,Beginner,Machine Learning,1-2 hours,61,Certifications,Python for ML,Easy,Article
1513,Advanced,Data Science,2-4 hours,69,Career,Deep Learning,Easy,Video
1514,Beginner,Mobile Development,6+ hours,100,Certifications,UI/UX,Easy,Book
1515,Beginner,Data Science,6+ hours,81,Academic,Python for Data,Medium,Book
1516,Advanced,Data Science,1-2 hours,98,Career,Advanced Visualization,Hard,Article
1517,Intermediate,Python,6+ hours,78,Academic,Libraries (Pandas/NumPy),Medium,Book
1518,Intermediate,Machine Learning,6+ hours,52,Career,Scikit-learn,Easy,Book
1519,Beginner,Mobile Development,4-6 hours,95,Hobby,UI/UX,Easy,Interactive
1520,Intermediate,Machine Learning,2-4 hours,69,Certifications,Scikit-learn,Easy,Video
1521,Intermediate,Python,6+ hours,92,Certifications,Web Scraping,Medium,Book
1522,Intermediate,Mobile Development,2-4 hours,82,Career,Flutter/Dart,Hard,Video
1523,Intermediate,Data Science,6+ hours,87,Certifications,SQL for Data,Medium,Book
1524,Advanced,Data Science,4-6 hours,70,Career,Big Data Tools,Hard,Interactive
1525,Beginner,Mobile Development,1-2 hours,58,Academic,App Design Basics,Easy,Article
1526,Intermediate,Mobile Development,1-2 hours,98,Academic,App State Management,Medium,Article
1527,Intermediate,Python,6+ hours,72,Academic,Libraries (Pandas/NumPy),Medium,Book
1528,Intermediate,Data Science,1-2 hours,92,Hobby,SQL for Data,Easy,Article
1529,Beginner,Web Development,4-6 hours,87,Career,Responsive Design,Hard,Interactive
1530,Advanced,Python,4-6 hours,57,Academic,Decorators & Generators,Easy,Interactive
1531,Beginner,Python,4-6 hours,52,Certifications,Python Basic,Easy,Interactive
1532,Advanced,Machine Learning,6+ hours,67,Career,Neural Networks,Easy,Book
1533,Advanced,Machine Learning,1-2 hours,70,Certifications,Reinforcement Learning,Hard,Article
1534,Advanced,Machine Learning,4-6 hours,86,Career,Model Deployment,Hard,Interactive
1535,Intermediate,Python,2-4 hours,71,Certifications,Libraries (Pandas/NumPy),Medium,Video
1536,Advanced,Data Science,2-4 hours,89,Academic,Advanced Visualization,Medium,Video
1537,Intermediate,Machine Learning,2-4 hours,81,Career,Feature Engineering,Hard,Video
1538,Advanced,Web Development,4-6 hours,66,Career,Full Stack Architecture,Easy,Interactive
1539,Intermediate,Mobile Development,6+ hours,64,Career,React Native,Easy,Book
1540,Advanced,Mobile Development,1-2 hours,87,Academic,Native Modules,Medium,Article
1541,Intermediate,Python,6+ hours,77,Hobby,Libraries (Pandas/NumPy),Easy,Book
1542,Intermediate,Python,4-6 hours,82,Academic,Libraries (Pandas/NumPy),Medium,Interactive
1543,Intermediate,Mobile Development,4-6 hours,62,Certifications,React Native,Easy,Interactive
1544,Intermediate,Data Science,6+ hours,92,Hobby,SQL for Data,Easy,Book
1545,Beginner,Mobile Development,2-4 hours,86,Certifications,UI/UX,Easy,Video
1546,Beginner,Machine Learning,4-6 hours,90,Certifications,ML Fundamentals,Easy,Interactive
1547,Advanced,Python,2-4 hours,73,Certifications,System Design,Hard,Video
1548,Beginner,Web Development,2-4 hours,97,Academic,Responsive Design,Medium,Video
1549,Intermediate,Machine Learning,4-6 hours,54,Hobby,Scikit-learn,Easy,Interactive
1550,Intermediate,Data Science,4-6 hours,91,Hobby,SQL for Data,Easy,Interactive
1551,Intermediate,Mobile Development,2-4 hours,75,Hobby,Flutter/Dart,Easy,Video
1552,Beginner,Web Development,2-4 hours,51,Hobby,HTML/CSS Basics,Easy,Video
1553,Intermediate,Machine Learning,6+ hours,85,Certifications,Model Evaluation,Medium,Book
1554,Intermediate,Python,2-4 hours,60,Academic,Data Structures,Easy,Video
1555,Beginner,Python,4-6 hours,100,Academic,Functions and Modules,Medium,Interactive
1556,Advanced,Mobile Development,2-4 hours,91,Career,Native Modules,Hard,Video
1557,Advanced,Machine Learning,1-2 hours,53,Career,Neural Networks,Easy,Article
1558,Intermediate,Mobile Development,4-6 hours,54,Certifications,React Native,Easy,Interactive
1559,Intermediate,Python,6+ hours,96,Hobby,Web Scraping,Easy,Book
1560,Beginner,Python,1-2 hours,83,Academic,Control Flow,Medium,Article
1561,Intermediate,Python,2-4 hours,88,Career,Web Scraping,Hard,Video
1562,Intermediate,Data Science,6+ hours,97,Hobby,SQL for Data,Easy,Book
1563,Intermediate,Web Development,2-4 hours,56,Hobby,React.js,Easy,Video
1564,Beginner,Data Science,6+ hours,76,Academic,Python for Data,Medium,Book
1565,Advanced,Python,6+ hours,84,Academic,System Design,Medium,Book
1566,Advanced,Python,4-6 hours,84,Certifications,System Design,Hard,Interactive
1567,Intermediate,Web Development,4-6 hours,100,Hobby,APIs & Backend,Easy,Interactive
1568,Intermediate,Machine Learning,4-6 hours,69,Career,Scikit-learn,Easy,Interactive
1569,Advanced,Mobile Development,1-2 hours,97,Career,Native Modules,Hard,Article
1570,Advanced,Web Development,4-6 hours,85,Certifications,Performance Optimization,Hard,Interactive
1571,Intermediate,Data Science,1-2 hours,84,Hobby,ML Basics,Easy,Article
1572,Intermediate,Machine Learning,1-2 hours,75,Academic,Feature Engineering,Medium,Article
1573,Intermediate,Python,2-4 hours,69,Hobby,Data Structures,Easy,Video
1574,Beginner,Machine Learning,4-6 hours,99,Certifications,ML Fundamentals,Easy,Interactive
1575,Beginner,Data Science,1-2 hours,99,Certifications,Data Visualization,Easy,Article
1576,Intermediate,Machine Learning,4-6 hours,95,Certifications,Model Evaluation,Medium,Interactive
1577,Beginner,Web Development,4-6 hours,82,Career,JavaScript Basics,Hard,Interactive
1578,Intermediate,Machine Learning,4-6 hours,79,Career,Feature Engineering,Medium,Interactive
1579,Beginner,Web Development,6+ hours,100,Hobby,Responsive Design,Easy,Book
1580,Beginner,Machine Learning,2-4 hours,90,Academic,ML Fundamentals,Medium,Video
1581,Intermediate,Mobile Development,1-2 hours,57,Hobby,React Native,Easy,Article
1582,Beginner,Mobile Development,2-4 hours,88,Certifications,UI/UX,Easy,Video
1583,Intermediate,Machine Learning,6+ hours,97,Hobby,Model Evaluation,Easy,Book
1584,Intermediate,Web Development,4-6 hours,68,Hobby,React.js,Easy,Interactive
1585,Beginner,Machine Learning,4-6 hours,61,Certifications,Python for ML,Easy,Interactive
1586,Intermediate,Mobile Development,2-4 hours,51,Career,React Native,Easy,Video
1587,Advanced,Mobile Development,2-4 hours,55,Certifications,Cross-platform Architecture,Easy,Video
1588,Beginner,Data Science,2-4 hours,53,Certifications,Statistics Basics,Easy,Video
1589,Advanced,Machine Learning,4-6 hours,59,Career,Neural Networks,Easy,Interactive
1590,Intermediate,Web Development,1-2 hours,50,Certifications,React.js,Easy,Article
1591,Intermediate,Machine Learning,1-2 hours,64,Hobby,Scikit-learn,Easy,Article
1592,Beginner,Data Science,4-6 hours,97,Certifications,Data Visualization,Easy,Interactive
1593,Intermediate,Web Development,6+ hours,63,Hobby,React.js,Easy,Book
1594,Intermediate,Web Development,6+ hours,61,Certifications,React.js,Easy,Book
1595,Beginner,Python,4-6 hours,66,Hobby,Python Basic,Easy,Interactive
1596,Advanced,Machine Learning,2-4 hours,73,Certifications,Reinforcement Learning,Hard,Video
1597,Beginner,Python,6+ hours,58,Academic,Python Basic,Easy,Book
1598,Advanced,Machine Learning,2-4 hours,95,Certifications,Model Deployment,Hard,Video
1599,Advanced,Machine Learning,4-6 hours,54,Career,Neural Networks,Easy,Interactive
1600,Advanced,Python,1-2 hours,71,Hobby,System Design,Easy,Article
1601,Intermediate,Data Science,1-2 hours,50,Academic,Pandas & Data Cleaning,Easy,Article
1602,Advanced,Mobile Development,6+ hours,69,Certifications,Cross-platform Architecture,Easy,Book
1603,Advanced,Data Science,2-4 hours,85,Career,Advanced Visualization,Hard,Video
1604,Advanced,Web Development,4-6 hours,60,Certifications,Full Stack Architecture,Easy,Interactive
1605,Intermediate,Machine Learning,2-4 hours,55,Academic,Scikit-learn,Easy,Video
1606,Advanced,Mobile Development,6+ hours,59,Academic,Cross-platform Architecture,Easy,Book
1607,Beginner,Data Science,1-2 hours,58,Certifications,Statistics Basics,Easy,Article
1608,Intermediate,Data Science,6+ hours,68,Academic,Pandas & Data Cleaning,Easy,Book
1609,Advanced,Data Science,4-6 hours,77,Hobby,Big Data Tools,Easy,Interactive
1610,Intermediate,Machine Learning,2-4 hours,85,Certifications,Model Evaluation,Medium,Video
1611,Beginner,Web Development,2-4 hours,53,Hobby,HTML/CSS Basics,Easy,Video
1612,Beginner,Python,6+ hours,66,Hobby,Python Basic,Easy,Book
1613,Advanced,Machine Learning,6+ hours,57,Certifications,Neural Networks,Easy,Book
1614,Beginner,Machine Learning,4-6 hours,95,Certifications,ML Fundamentals,Easy,Interactive
1615,Intermediate,Machine Learning,1-2 hours,96,Hobby,Model Evaluation,Easy,Article
1616,Beginner,Data Science,1-2 hours,63,Academic,Statistics Basics,Easy,Article
1617,Beginner,Web Development,4-6 hours,86,Hobby,Responsive Design,Easy,Interactive
1618,Advanced,Python,2-4 hours,76,Career,System Design,Hard,Video
1619,Beginner,Machine Learning,1-2 hours,71,Career,Math for ML,Easy,Article
1620,Intermediate,Python,6+ hours,73,Career,Libraries (Pandas/NumPy),Medium,Book
1621,Intermediate,Web Development,1-2 hours,55,Certifications,React.js,Easy,Article
1622,Advanced,Machine Learning,6+ hours,90,Academic,Model Deployment,Medium,Book
1623,Advanced,Python,4-6 hours,52,Certifications,Decorators & Generators,Easy,Interactive
1624,Intermediate,Mobile Development,2-4 hours,63,Career,React Native,Easy,Video
1625,Advanced,Data Science,4-6 hours,53,Career,Deep Learning,Easy,Interactive
1626,Advanced,Mobile Development,6+ hours,55,Certifications,Cross-platform Architecture,Easy,Book
1627,Intermediate,Web Development,2-4 hours,99,Certifications,APIs & Backend,Medium,Video
1628,Beginner,Python,2-4 hours,60,Certifications,Python Basic,Easy,Video
1629,Intermediate,Data Science,2-4 hours,57,Academic,Pandas & Data Cleaning,Easy,Video
1630,Intermediate,Machine Learning,4-6 hours,93,Hobby,Model Evaluation,Easy,Interactive
1631,Intermediate,Python,4-6 hours,82,Hobby,Libraries (Pandas/NumPy),Easy,Interactive
1632,Intermediate,Machine Learning,6+ hours,80,Academic,Feature Engineering,Medium,Book
1633,Advanced,Mobile Development,6+ hours,55,Certifications,Cross-platform Architecture,Easy,Book
1634,Intermediate,Mobile Development,2-4 hours,77,Certifications,Flutter/Dart,Medium,Video
1635,Beginner,Python,4-6 hours,79,Hobby,Control Flow,Easy,Interactive
1636,Advanced,Web Development,6+ hours,83,Career,Microservices,Hard,Book
1637,Intermediate,Machine Learning,6+ hours,55,Certifications,Scikit-learn,Easy,Book
1638,Intermediate,Web Development,2-4 hours,93,Academic,APIs & Backend,Medium,Video
1639,Beginner,Mobile Development,6+ hours,68,Career,App Design Basics,Easy,Book
1640,Advanced,Python,1-2 hours,82,Career,System Design,Hard,Article
1641,Advanced,Machine Learning,6+ hours,56,Certifications,Neural Networks,Easy,Book
1642,Advanced,Mobile Development,4-6 hours,72,Academic,Performance Optimization,Medium,Interactive
1643,Advanced,Python,1-2 hours,57,Certifications,Decorators & Generators,Easy,Article
1644,Beginner,Web Development,6+ hours,52,Career,HTML/CSS Basics,Easy,Book
1645,Intermediate,Data Science,4-6 hours,87,Certifications,SQL for Data,Medium,Interactive
1646,Advanced,Machine Learning,4-6 hours,71,Hobby,Reinforcement Learning,Easy,Interactive
1647,Beginner,Web Development,1-2 hours,97,Academic,Responsive Design,Medium,Article
1648,Advanced,Python,6+ hours,84,Career,System Design,Hard,Book
1649,Beginner,Machine Learning,1-2 hours,50,Hobby,Python for ML,Easy,Article
1650,Advanced,Machine Learning,6+ hours,94,Certifications,Model Deployment,Hard,Book
1651,Advanced,Mobile Development,6+ hours,69,Academic,Cross-platform Architecture,Easy,Book
1652,Advanced,Machine Learning,4-6 hours,55,Hobby,Neural Networks,Easy,Interactive
1653,Beginner,Python,2-4 hours,57,Career,Python Basic,Easy,Video
1654,Advanced,Web Development,1-2 hours,63,Certifications,Full Stack Architecture,Easy,Article
1655,Advanced,Web Development,2-4 hours,77,Hobby,Microservices,Easy,Video
1656,Beginner,Data Science,6+ hours,59,Certifications,Statistics Basics,Easy,Book
1657,Intermediate,Python,1-2 hours,60,Hobby,Data Structures,Easy,Article
1658,Advanced,Machine Learning,6+ hours,80,Career,Reinforcement Learning,Hard,Book
1659,Intermediate,Mobile Development,2-4 hours,62,Academic,React Native,Easy,Video
1660,Advanced,Machine Learning,1-2 hours,71,Career,Reinforcement Learning,Hard,Article
1661,Beginner,Machine Learning,6+ hours,81,Academic,Math for ML,Medium,Book
1662,Beginner,Machine Learning,6+ hours,81,Certifications,Math for ML,Easy,Book
1663,Beginner,Python,1-2 hours,77,Academic,Control Flow,Medium,Article
1664,Advanced,Python,4-6 hours,91,Certifications,Optimization,Hard,Interactive
1665,Intermediate,Python,6+ hours,89,Academic,Web Scraping,Medium,Book
1666,Intermediate,Machine Learning,1-2 hours,60,Academic,Scikit-learn,Easy,Article
1667,Advanced,Web Development,6+ hours,72,Certifications,Microservices,Hard,Book
1668,Beginner,Mobile Development,2-4 hours,87,Academic,UI/UX,Medium,Video
1669,Advanced,Machine Learning,2-4 hours,68,Certifications,Neural Networks,Easy,Video
1670,Intermediate,Data Science,6+ hours,60,Hobby,Pandas & Data Cleaning,Easy,Book
1671,Intermediate,Python,6+ hours,58,Hobby,Data Structures,Easy,Book
1672,Beginner,Web Development,6+ hours,56,Certifications,HTML/CSS Basics,Easy,Book
1673,Intermediate,Data Science,2-4 hours,63,Career,Pandas & Data Cleaning,Easy,Video
1674,Beginner,Data Science,4-6 hours,72,Hobby,Python for Data,Easy,Interactive
1675,Beginner,Mobile Development,1-2 hours,54,Academic,App Design Basics,Easy,Article
1676,Intermediate,Python,2-4 hours,57,Hobby,Data Structures,Easy,Video
1677,Intermediate,Data Science,4-6 hours,100,Academic,SQL for Data,Medium,Interactive
1678,Beginner,Mobile Development,4-6 hours,59,Career,App Design Basics,Easy,Interactive
1679,Advanced,Python,6+ hours,79,Career,System Design,Hard,Book
1680,Beginner,Mobile Development,1-2 hours,85,Career,UI/UX,Hard,Article
1681,Advanced,Python,2-4 hours,90,Career,Optimization,Hard,Video
1682,Beginner,Data Science,2-4 hours,96,Academic,Data Visualization,Medium,Video
1683,Advanced,Machine Learning,6+ hours,96,Career,Model Deployment,Hard,Book
1684,Beginner,Data Science,4-6 hours,58,Career,Statistics Basics,Easy,Interactive
1685,Beginner,Machine Learning,6+ hours,99,Career,ML Fundamentals,Hard,Book
1686,Beginner,Machine Learning,4-6 hours,68,Hobby,Python for ML,Easy,Interactive
1687,Beginner,Data Science,4-6 hours,95,Certifications,Data Visualization,Easy,Interactive
1688,Intermediate,Web Development,2-4 hours,98,Certifications,APIs & Backend,Medium,Video
